,tel,link,descricao
WAKU SESE AMAZONIA,NAO DISPONIBILIZADO,"['https://www.tripadvisor.com/Restaurant_Review-g303235-d2365141-Reviews-Waku_Sese_Amazonia-Manaus_Amazon_River_State_of_Amazonas.html', 'https://wakusese.com.br/', 'https://jm.linkedin.com/company/waku-sese-amazonia', 'https://m.facebook.com/wakuseseam/photos/?ref=page_internal', 'https://restaurantguru.com/Waku-Sese-Manaus-3', 'https://www.instagram.com/wakusese_amazonia/?hl=en', 'https://foursquare.com/v/waku-sese/4da32f679935a0931901c46f']","['Waku Sese Amazonia Restaurante, Manaus: See 29 unbiased reviews of Waku Sese Amazonia Restaurante, rated 4.5 of 5 on Tripadvisor and ranked #168 of 1819\xa0...', 'About us ; Website: http://wakusese.com.br ; Industries: Restaurants ; Company size: 11-50 employees ; Headquarters: Manaus, Amazonas ; Type: Privately Held.', 'Waku Sese Amazônia. 12K likes. \U000f178b. 12K followers. @wakuseseam. \U000f1676. Follow. \U000f07dd. Posts · About. Photos. Videos · Mentions. Photos of Waku Sese Amazônia.', 'Feb 6, 2023 — Waku Sese - Açaí Café, #9 among Manaus cafes: 4615 reviews by visitors ... #9 of 2571 cafes in Manaus ... Manaus, State of Amazonas, Brazil.', '22.8k Followers, 34 Following, 1226 Posts - See Instagram photos and videos from Waku Sese Amazônia®️ (@wakusese_amazonia)', 'See 37 photos and 12 tips from 501 visitors to Waku Sese. ... waku sese manaus •; waku sese amazonas shopping manaus •; waku sese - amazonas shopping manaus\xa0...']"
LANCHONETE E RESTAURANTE CLAUDIA CRISTINA,NAO DISPONIBILIZADO,"['https://www.solutudo.com.br/empresas/am/manaus/lanches-lanchonetes/lanchonete-e-restaurante-claudia-cristina-3155987', 'https://www.tripadvisor.cl/Restaurant_Review-g303235-d8163654-Reviews-Lanchonete_E_Restaurante_Claudia_Cristina-Manaus_Amazon_River_State_of_Amazonas.html', 'https://www.zapia.digital/manaus-am/aleixo/restaurante/lanchonete-e-restaurante-claudia-cristina/295967', 'https://cnpj.biz/04165924000107', 'https://www.descubraonline.com/guia/am/manaus/lanchonete-e-restaurante-claudia-cristina-04165924000107/', 'https://www.diariocidade.com/am/manaus/guia/lanchonete-e-restaurante-claudia-cristina-04165924000107/', 'https://www.empresasembrasil.com/restaurantes/435410-restaurante-manaus-AM.html', 'https://www.guiatelefone.com/manaus-am/lanches-e-salgados/63320/lanchonete-e-restaurante-claudia-cristina']","['A empresa Lanchonete E Restaurante Claudia Cristina trabalha há mais de 41 anos na categoria Lanches - Lanchonetes na cidade de Manaus, AM na Avenida Cosme\xa0...', 'Lanchonete E Restaurante Claudia Cristina, Manaus: Consulta opiniones sobre Lanchonete E Restaurante Claudia Cristina, uno de los 1.817 restaurantes de\xa0...', 'LANCHONETE E RESTAURANTE CLÁUDIA CRISTINA - Aleixo. , ☎ Telefone (92) 99126. ... Avenida Cosme Ferreira, 20 - Aleixo - Manaus/AM - Cep 69083-000\xa0...', 'Lanchonete e Restaurante Claudia Cristina Gloria Camargo de Oliveira 04.165.924/0001-07 · Informações de Registro · Contatos · Localização · Atividades - CNAES.', 'Lanchonete E Restaurante Claudia Cristina em Manaus, Amazonas. Acesse agora e confira ✆ Telefones, Endereço, E-mail, Situação, CNAEs, Data de Abertura...', 'Lanchonete E Restaurante Claudia Cristina em Manaus - AM, Amazonas. Confira ✆ telefones, endereço, e-mail, atividade principal, razão social | Guia de\xa0...', 'Lanchonete E Restaurante Claudia Cristina - Restaurante no Manaus. ... Endereço: Avenida Cosme Ferreira 20 Aleixo, Manaus Amazonas (Estado). Telefone:.', 'Lanchonete e Restaurante Cláudia Cristina é uma tradicional lanchonete localizada no bairro Aleixo, da cidade Manaus, AM. Confira nossos salgados.']"
LANCHE & PIZZA DO ARILSON,+55 92 99226-9007,"['https://restaurantguru.com/Lanche-Do-Arilson-Manaus', 'https://www.facebook.com/pizzariaelanchedoarilson/', 'https://www.solutudo.com.br/empresas/am/manaus/lanches-lanchonetes/lanche-pizza-do-arilson-3156499', 'https://www.ifood.com.br/delivery/manaus-am/pizzaria-e-lanchonete-do-arilson-petropolis/5cb3df75-3424-4a47-91a1-5ebf039ad0ca', '/search?q=LANCHE+%26+PIZZA+DO+ARILSON,+MANAUS+-+AM&tbm=isch&source=univ&fir=PwmT0ip9bWrqzM%252CejCj8rEQhanseM%252C_%253Beyt4DoCsDtuMUM%252CbmshfME_ZdPq-M%252C_%253BQzOL2XCQvOgFkM%252CbVuvsvSIji65TM%252C_%253B1VYiReFwrl65PM%252CwBLxfdViWs6_wM%252C_%253BDTkQ3gKBxuTYgM%252CbmshfME_ZdPq-M%252C_%253BDh2NYnzJ2cIndM%252CTBssBB0_RkE6YM%252C_%253BJQYez4U19SNK3M%252C6vm2nioTIwxUeM%252C_%253B3VhO8VB0pqpkdM%252CaM7i3sdVwJqM3M%252C_%253Bsrjv1CNlGElnQM%252CJGmEwORZ0t-XLM%252C_%253B0yru-aMyiqUVRM%252CH7BfIlljC9YTJM%252C_&usg=AI4_-kSnBoq2J0Z83CB4AGCleslv6xzH0Q&sa=X&ved=2ahUKEwi4-4yPuZz9AhVKF1kFHQBoC-8QjJkEegQIIBAC', 'https://www.instagram.com/lanchedoarilson/', 'https://applocal.com.br/empresa/lanche-e-pizza-do-arilson/manaus/am/12589107', 'https://www.apontador.com.br/local/am/manaus/supermercados/C411979148293Q2939/lanche_pizza_do_arilson.html']","['Lanche do Arilson, #1733 among Manaus restaurants: 144 reviews by visitors and 14 detailed photos. Find on the map and call to book a table.', 'Rua Leopoldo Carpinteiro Peres Nº 15 - Petropolis, 69063510 Manaus, AM, Brazil. Get Directions. See Menu. Food delivery service. Closed now.', 'No mercado, a empresa está localizada na Rua Carpinteiro Peres, Nº 15 no bairro Petropolis em Manaus - AM, CEP 69063-510. A empresa Lanche & Pizza Do Arilson\xa0...', 'Pizzaria e Lanchonete do Arilson. Ver mais. • Pedido mínimo R$ 10,00. 4.4. iFood. Site Institucional · Fale conosco · Carreiras · iFood Colômbia. Descubra.', 'Lanchonete e pizzaria Almoço aos fins de semana das 10:00 as 14:00 @assadodaesquina . ✍️ Reserve já o seu. Clique Aqui e veja nosso cardápio ⤵️.', 'Quer saborear uma deliciosa Pizza hoje em Manaus, AM? Venha até LANCHE e PIZZA DO ARILSON experimentar as nossas deliciosas pizzas.', '... as fotos e as avaliações do Lanche Pizza do Arilson especializado em null localizado em Rua Leopoldo Carpinteiro Peres, 15, Petrópolis, Manaus, AM.']"
CANTO DO GUARANA,+55 92 3233-1693,"['https://www.solutudo.com.br/empresas/am/manaus/lanches-lanchonetes/canto-do-guarana-3152901', 'https://www.apontador.com.br/local/am/manaus/enderecos_empresariais/C407870F0B034D0349/canto_do_guarana.html', 'https://applocal.com.br/empresa/canto-do-guarana/manaus/am/12624744', 'https://www.tripadvisor.com.br/Restaurant_Review-g303235-d2365083-Reviews-Ponto_do_Guarana-Manaus_Amazon_River_State_of_Amazonas.html', 'https://www.descubraonline.com/guia/am/manaus/canto-do-guarana-02960568000180/', 'https://www.guiatelefone.com/manaus-am/lanches-e-salgados/50598/canto-do-guarana', 'https://cidadeurgente.com/am/manaus/guia/canto-do-guarana-02960568000180/', 'https://brazilguide.net/c/celia-maria-mendonca-de-vasconcelos-02960568000180', '/search?q=CANTO+DO+GUARANA,+MANAUS+-+AM&tbm=isch&source=univ&fir=HjUWGYik-r97NM%252CdBK_LsltXTNeYM%252C_%253B-yZelU8yJXXO9M%252COz88jE_A69yirM%252C_%253BU2uE0NgEhlWI6M%252CdBK_LsltXTNeYM%252C_%253B5KSW_5YgUUW0PM%252COz88jE_A69yirM%252C_%253Bc_vEuDb71LNUCM%252CEGoPqkSSYKI68M%252C_%253BEG3AESD5dfKEdM%252C4TTI5rZvPK2iEM%252C_%253BXNFqjw2rRzd9wM%252CEGoPqkSSYKI68M%252C_%253Bjf32rG5aC3QffM%252CqpH8Bsj2L0-wLM%252C_%253BC1ri2_XnlvKLlM%252CEGoPqkSSYKI68M%252C_%253B4jyM5mfcIcwpyM%252CEGoPqkSSYKI68M%252C_&usg=AI4_-kQwCLe1PV52UzP1ZQJnjZEah1ZmZw&sa=X&ved=2ahUKEwjz2K6VuZz9AhWPFVkFHcNWCeQQjJkEegQIMRAC']","['A empresa Canto Do Guarana trabalha há mais de 23 anos na categoria Lanches - Lanchonetes na cidade de Manaus, AM na Avenida Floriano Peixoto,\xa0...', 'Canto do Guarana. Avenida Floriano Peixoto, 67, SALA 3A LJ D 16 SALA 3B LJ 15 TERREO COND EDF. AJURICABA, Centro,Manaus - AM, CEP: 69005-070. 0 avaliações.', 'Canto do Guaraná é uma opção de Lanchonetes em Manaus, AM. Servimos lanches tradicionais acompanhados de uma variedade de bebidas em nosso cardápio.', 'Ponto do Guaraná, Manaus: Veja 27 dicas e avaliações imparciais de Ponto do ... Rua José Clemente, 200 Centro, Manaus, Amazonas (Estado) 69010-070 Brasil\xa0...', 'Confira abaixo os telefones, endereço e e-mail para contato de Canto Do Guarana em Manaus, Amazonas. ; Razão Social: CELIA MARIA MENDONCA DE VASCONCELOS ; Nome\xa0...', 'Canto do Guaraná é uma tradicional lanchonete localizada no bairro Centro, da cidade Manaus, AM. Confira nossos salgados. Tudo feito na hora.', 'Canto Do Guarana em Manaus - AM, Amazonas. Confira ✆ telefones, endereço, e-mail, atividade principal, razão social | Guia de empresas | Guia da Cidade.', 'A empresa Canto do Guarana localizada em Avenida Floriano Peixoto, 67, Centro, Manaus/AM - possui CNPJ 029.605.680/0018-0.']"
MASTER PIZZA - PIZZARIA E LANCHETERIA,+55 92 98814-3532,"['https://www.tripadvisor.com.br/Restaurant_Review-g303235-d8157202-Reviews-Master_Pizza_Pizzaria_E_Lancheteria-Manaus_Amazon_River_State_of_Amazonas.html', 'https://www.instagram.com/masterpizzaoficial/?hl=en', 'https://www.facebook.com/MasterPizzaOficialAm/?locale=pt_BR', 'https://moovitapp.com/index/en/public_transit-Master_Pizza_Pizzaria_e_Lancheteria-Manaus-site_179502642-1743', 'https://www.apontador.com.br/local/am/manaus/pizzarias/2M969UE8/master_pizza_pizzaria_e_lanchonete.html', 'http://www.guia-se.com.br/am/manaus/centro/master-pizza---pizzaria-e-lanchonete', 'https://www.descubraonline.com/guia/am/manaus/master-pizza-pizzaria-e-lancheteria-07489810000100/', '/search?q=MASTER+PIZZA+-+PIZZARIA+E+LANCHETERIA,+MANAUS+-+AM&tbm=isch&source=univ&fir=t3t5kkJQK2ym1M%252C5mkmsOwimxm24M%252C_%253B3juj5pNDYrSNKM%252C5mkmsOwimxm24M%252C_%253BWlk0IBsQqPTcnM%252CT7b1xp6LbcBIOM%252C_%253B4OppZfQKik_2yM%252CT7b1xp6LbcBIOM%252C_%253Bbier8U2XGdiQmM%252C5mkmsOwimxm24M%252C_%253BUilpS0mbQIczfM%252CT7b1xp6LbcBIOM%252C_%253BQ7ntXTj89ylgMM%252C5mkmsOwimxm24M%252C_%253BR3Naa8aF2k0A0M%252CT7b1xp6LbcBIOM%252C_%253BhcC1lvOD0GoSvM%252C5mkmsOwimxm24M%252C_%253B-9yfD8PuPg2YMM%252CajYvhZdWlv9FGM%252C_&usg=AI4_-kQL99Nh_e15NyujaDv09omFuW6Z4A&sa=X&ved=2ahUKEwirl-ObuZz9AhUVUzUKHYQkBeIQjJkEegQIIxAC']","['Terça a domingo de 18:00 as 23:30 Rodízio de Terça a Sábado ☎️ 3228-9911/3654-8269/98814-3532 Manaus - Am Link do cardápio virtual e WhatsApp.', 'Página · Pizzaria · Al Santos Dumont, 181, Manaus, AM, Brazil · +55 92 98814-3532 · masterpizzaam@gmail.com · masterpizza.blogspot.com.br · Fecha daqui a pouco · Ver\xa0...', 'Directions to Master Pizza - Pizzaria e Lancheteria (Manaus) with public transportation. The following transit lines have routes that pass near Master Pizza\xa0...', 'Master Pizza Pizzaria e Lanchonete. Alameda Santos Dumont, 142, Terreo Con, Da Paz,Manaus - AM, CEP: 69049-000. 0 avaliações. Aberto agora. Dom à Sáb:.', 'Trabalhamos com Pizzaria e Lanchonete, de todas as qualidades. Na Pizzaria criamos o melhor tempero de massas servindo pizzas bem preparadas e com sabores\xa0...', 'Master Pizza - Pizzaria E Lancheteria em Manaus, Amazonas. Acesse agora e confira ✆ Telefones, Endereço, E-mail, Situação, CNAEs, Data de Abertura...']"
KUROKAWA - COZINHA JAPONESA,NAO DISPONIBILIZADO,"['https://www.tripadvisor.com/Restaurant_Review-g303235-d3349127-Reviews-Kurokawa_Temakeria-Manaus_Amazon_River_State_of_Amazonas.html', 'https://restaurantguru.com.br/KuroKawa-Manaus-2', 'https://www.econodata.com.br/consulta-empresa/08086657000125-NN-COMERCIO-DE-ALIMENTOS-LTDA', 'https://guiafacil.com/site/kurokawa-cozinha-japonesa/manaus/am/9232387416/', '/search?q=KUROKAWA+-+COZINHA+JAPONESA,+MANAUS+-+AM&tbm=isch&source=univ&fir=OK2fuUFUqklNCM%252Ct5pdSS_Cv3x7bM%252C_%253BekISTRfkjt_wNM%252CIaEYiia6Wj9ErM%252C_%253BP6jKw5Cgn5T7XM%252CIaEYiia6Wj9ErM%252C_%253BIL4MFwIkSX1m8M%252CIaEYiia6Wj9ErM%252C_%253B-DUPUG4A74V34M%252CIaEYiia6Wj9ErM%252C_%253BeL59aZ1OPPGlaM%252CRDzK2dCe_J2j5M%252C_%253B3v8aAKyqmtHzhM%252C4M2Z2Z5aTPqqtM%252C_%253BipPtce1DXu3VTM%252CRDzK2dCe_J2j5M%252C_%253BCkmGZvLLiiL1xM%252CIaEYiia6Wj9ErM%252C_%253B69nG1_ECErbPuM%252CIaEYiia6Wj9ErM%252C_&usg=AI4_-kS_UCciQQn2h_edxHbHAHliZIPZdA&sa=X&ved=2ahUKEwiDjqyiuZz9AhXREVkFHdTzBx4QjJkEegQIExAC', 'https://listaamarela.com.br/empresa/am/manaus/kurokawa_cozinha_japonesa_9865725', 'https://pt.foursquare.com/v/kurokawa/4e2b52a4d22d3f83c88e4c0e', 'https://www.descubraonline.com/guia/am/manaus/kurokawa-cozinha-japonesa-08086657000125/']","['Kurokawa Temakeria, Manaus: See 17 unbiased reviews of Kurokawa Temakeria, rated 4 of 5 on Tripadvisor and ranked #456 of 1818 restaurants in Manaus.', 'Oct 25, 2022 — KuroKawa, #23 entre Manaus restaurantes de sushi: 127 avaliações e ... A cozinha Japonesa sob a direção do ótimo chef é ótima neste local.', '08.086.657/0001-25 BAIXADA MATRIZ. NN COMERCIO DE ALIMENTOS LTDA. 69.040-270. AVENIDA JACIRA REIS 1005, - DOM PEDRO I. MANAUS, AM. Restaurantes. Mais de 10.000\xa0...', 'KUROKAWA COZINHA JAPONESA tem como foco o segmento de Lanchonetes em Manaus. Você pode localizá-lo em Avenida Jacira Reis, 1005 no bairro Dom Pedro em M...', 'KUROKAWA COZINHA JAPONESA ; PINHEIRO E OLIVEIRA LANCHONETE · Parangaba em Manaus , AM · (92) 3308... ver telefone ; PS LANCHONETE · Adrianópolis em Manaus , AM · (\xa0...', 'Ver 99 fotos e 52 dicas de 1272 clientes para KuroKawa. ""O Melhor Restaurante Oriental de Manaus sem dúvida. ... Comida japonesa maravilhosa... Kurokawa one\xa0...', 'Kurokawa - Cozinha Japonesa em Manaus, Amazonas. Acesse agora e confira ✆ Telefones, Endereço, E-mail, Situação, CNAEs, Data de Abertura...']"
PAO DE QUEIJO DA DINHA,NAO DISPONIBILIZADO,"['https://www.solutudo.com.br/empresas/mg/pouso-alegre/lanches-lanchonetes/pao-de-queijo-da-dinha-10155892', 'https://restaurantguru.com.br/Pao-de-Queijo-da-Dinha-Pouso-Alegre', 'https://www.guiatelefone.com/pouso-alegre-mg/lanches-e-salgados/1064964/pao-de-queijo-da-dinha', 'https://www.apontador.com.br/local/mg/pouso_alegre/alimentos_e_bebidas/C40776154A4F5D4F5E/pao_de_queijo_da_dinha.html', 'https://www.econodata.com.br/consulta-empresa/05905034000149-LANCHONETE-LUC-IMAC-LTDA', 'https://cnpj.biz/05905034000149', 'http://brfirmas.org/Pao+de+Queijo+da+Dinha-4091487', '/search?q=PAO+DE+QUEIJO+DA+DINHA,+POUSO+ALEGRE+-+MG&tbm=isch&source=univ&fir=PKKIZgXt1CVkDM%252CSMCViKB44fCdwM%252C_%253BS47IBlWzU7aEjM%252CSMCViKB44fCdwM%252C_%253B64HvbR8AVelPBM%252CkVrQ-8th5Rlu2M%252C_%253BvVxklq5S3cirUM%252CkVrQ-8th5Rlu2M%252C_%253BD2AbgcPNn4hJpM%252CkVrQ-8th5Rlu2M%252C_%253BFwxS2SDiFrByhM%252CkVrQ-8th5Rlu2M%252C_%253BIajOlMb173LHuM%252CcCI__q2xpalGxM%252C_%253BuZqgyGytNjZCyM%252CkVrQ-8th5Rlu2M%252C_%253BTulL2sQvLqHuvM%252CT5X0iPRBg9jNhM%252C_%253Bd9YKgdN8h6AoiM%252Cy669kbbm4R0gxM%252C_&usg=AI4_-kTD98mm6Xg5-vhhDtMXIheys2r3OA&sa=X&ved=2ahUKEwi23eeouZz9AhVAGFkFHcayAB8QjJkEegQIGxAC', 'https://www.descubraonline.com/guia/mg/pouso-alegre/pao-de-queijo-da-dinha-05905034000149/']","['A empresa Pao De Queijo Da Dinha trabalha desde 2003 na categoria Lanches - Lanchonetes na cidade de Pouso Alegre, MG na Rua Comendador Jose Garcia,\xa0...', 'Jan 15, 2023 — Pão de Queijo da Dinha #1614 entre Pouso Alegre restaurantes: 3 avaliações e 1 foto detalhada. Encontrar no mapa e ligar para reservar uma\xa0...', 'Trabalhamos no horário comercial. Nossa loja está localizada no endereço Rua Comendador José Garcia, 794, no bairro Centro, da cidade Pouso Alegre, MG. Ligue\xa0...', 'José Garcia, 37550-000, Centro, Pouso Alegre, MG. ... Pao de Queijo da Dinha ... Localização. Rua Cdor. José Garcia, , Centro, 37550-000, Pouso Alegre - MG.', 'Consulte o CNPJ da PAO DE QUEIJO DA DINHA de Pouso Alegre, MG, seus sócios e contatos como telefones, emails e website, além de faturamento, quantidade de\xa0...', 'Todos os dados da empresa Pao de Queijo da Dinha Lanchonete Luc & Imac LTDA com CNPJ 05.905.034/0001-49 - 05905034000149 de Pouso Alegre/MG. Telefone...', 'As informações acima sobre a Pao de Queijo da Dinha, localizada no endereço Rua Comendador Jose Garcia 794, Pouso Alegre, MG 37550-000, são precisas e foram\xa0...', 'Pao De Queijo Da Dinha em Pouso Alegre, Minas Gerais. Acesse agora e confira ✆ Telefones, Endereço, E-mail, Situação, CNAEs, Data de Abertura...']"
BAR E RESTAURANTE DO CARA,NAO DISPONIBILIZADO,"['https://www.tripadvisor.com.br/Restaurant_Review-g303392-d7862794-Reviews-Restaurante_Do_Cara-Pouso_Alegre_State_of_Minas_Gerais.html', 'https://www.instagram.com/restaurantedocara/?igshid=b43zau59j3zt&hl=en', 'https://pt-br.facebook.com/restaurantedocara/', 'https://www.apontador.com.br/local/mg/pouso_alegre/comida_variada/C40347064F643C6432/bar_e_restaurante_do_cara.html', 'http://www.custodevida.com.br/comparar/sp-campinas/mg-pouso-alegre/', 'https://restaurantguru.com.br/Pouso-Alegre', 'https://www.econodata.com.br/consulta-empresa/30425548000144-SAMUEL-VIEIRA-FELICIANO-LTDA', 'https://www.guiatelefone.com/pouso-alegre-mg/lanches-e-salgados/803363/bar-e-restaurante-do-cara']","['Restaurante de comida caseira, sabor incomparável com uma experiência gratificante, ... Aqui no restaurante do Cará temos todos ... Dii Pouso Alegre.', 'Página · Restaurante (cozinha regional) · Rua Gradiolos, 144, Pouso Alegre, MG, Brazil · +55 35 3425-5473 · restaurantedocara@hotmail.com · Classificação · 4,9 (229\xa0...', 'Bar e Restaurante do Cara. Rua Gradiolos, , Jardim Yara,Pouso Alegre - MG, CEP: 37550-000. 1 avaliações. Aberto agora. Dom à Sáb: 11:30 às 14:30.', 'Bar e Restaurante. Campinas - SP, Pouso Alegre - MG. Almoço em restaurante barato, R$ 23,98, R$ 15,50 35,4%. Almoço em restaurante caro, R$ 72,41\xa0...', 'Restaurante Cará. #1 de 1007 restaurantes em Pouso Alegre. $$$$. Brasileira. Abre às 11:00. Doce Affetto Confeitaria e Café. #2 de 1007 restaurantes em\xa0...', 'Consulte o CNPJ da RESTAURANTE CARA de Pouso Alegre, MG, seus sócios e contatos como telefones, emails e website, além de faturamento, quantidade de\xa0...', 'Avaliações, telefone e endereço de BAR E RESTAURANTE DO CARA em Jardim Yara, Pouso Alegre, MG. Ligue (35) 3421-76...']"
BAR E LANCHONETE PONTO CERTO,NAO DISPONIBILIZADO,"['https://www.solutudo.com.br/empresas/mg/pouso-alegre/lanches-lanchonetes/bar-e-lanchonete-ponto-certo-10117536', 'https://cnpj.biz/03171791000100', 'https://www.econodata.com.br/consulta-empresa/03171791000100-SAULO-FERNANDES-DA-SILVA', 'https://www.turismo2rodas.com/mg/pouso-alegre/guia/bar-e-lanchonete-ponto-certo-03171791000100/', 'https://www.descubraonline.com/guia/mg/pouso-alegre/bar-e-lanchonete-ponto-certo-03171791000100/', 'https://www.diariocidade.com/mg/pouso-alegre/guia/bar-e-lanchonete-ponto-certo-03171791000100/', 'https://cidadeurgente.com/mg/pouso-alegre/guia/bar-e-lanchonete-ponto-certo-03171791000100/', 'http://brfirmas.org/Bar+e+Lanchonete+Ponto+Certo-1308829', 'https://empresasdobrasil.com/empresa/bar-e-lanchonete-ponto-certo-03171791000100']","['A empresa Bar E Lanchonete Ponto Certo trabalha desde 1999 na categoria Lanches - Lanchonetes na cidade de Pouso Alegre, MG na Rua Manoelita De Barros Cobra\xa0...', 'Bar e Lanchonete Ponto Certo Saulo Fernandes da Silva 03.171.791/0001-00 ; CNPJ: 03.171.791/ ; Inscrição Estadual MG: 525023604.00-84 ; Razão Social: Saulo\xa0...', 'Consulte o CNPJ da BAR E LANCHONETE PONTO CERTO de Pouso Alegre, MG, seus sócios e contatos como telefones, emails e website, além de faturamento,\xa0...', 'Bar E Lanchonete Ponto Certo em Pouso Alegre, Minas Gerais. Acesse agora e confira ✆ telefones, endereço e horários de atendimento dessa empresa\xa0...', 'Confira abaixo os telefones, endereço e e-mail para contato de Bar E Lanchonete Ponto Certo em Pouso Alegre, Minas Gerais. ; Razão Social: SAULO FERNANDES DA\xa0...', 'Bar E Lanchonete Ponto Certo em Pouso Alegre - MG, Minas Gerais. Confira ✆ telefones, endereço, e-mail, atividade principal, razão social | Guia de\xa0...', 'Bar E Lanchonete Ponto Certo em Pouso Alegre - MG, Minas Gerais. Confira ✆ telefones, endereço, e-mail, atividade principal, razão social | Guia de\xa0...', 'Informações sobre Bar e Lanchonete Ponto Certo em Rua Manoelita de Barros Cobra Olive 30, Pouso Alegre, MG 37550-000.', 'R MANOELITA DE BARROS COBRA OLIVEIRA, 30, 1 · Bairro JARDIM GUANABARA · Cidade Pouso Alegre · CEP 37.550-000 · Telefone: Não disponível\xa0...']"
LANCHONETE NO PONTO,NAO DISPONIBILIZADO,"['https://www.solutudo.com.br/empresas/mg/pouso-alegre/lanches-lanchonetes/bar-e-lanchonete-ponto-certo-10117536', 'https://www.tripadvisor.com.br/Restaurants-g303392-zfd10647-Pouso_Alegre_State_of_Minas_Gerais-Sandwiches.html', 'https://restaurantguru.com.br/Ponto-Chic-Pouso-Alegre', 'https://www.guiadoturismobrasil.com/gastronomia/3/lanchonete/10/MG/pouso-alegre/540/lanchonete-restaurante-ponto-chic/30742', 'https://m.facebook.com/profile.php?id=213479432014419&__tn__=C-R', '/search?q=LANCHONETE+NO+PONTO,+POUSO+ALEGRE+-+MG&tbm=isch&source=univ&fir=992JjHGUloeYQM%252CedsgfZlVAOzBHM%252C_%253BcK4Sl8Y8LLmJvM%252C_q98tUSelFZT0M%252C_%253BYGVB83zmTCkQWM%252CljqpStaBWy6z3M%252C_%253BRRXImBwYBS6VuM%252C0IqCOs8QWPrEWM%252C_%253B-FLxsTdXWbRmAM%252CkQ8PO-mgh1vxzM%252C_%253BZOWLZ8Sm_LLWlM%252C6fdbEAiNj8Q0rM%252C_%253BuQpSQD4FyJ4c0M%252CeJVxpx_APHsriM%252C_%253Bg9Y-02LyKdj3LM%252C_q98tUSelFZT0M%252C_%253BRNQubwmX_V2fcM%252CTbNzrPk-AY3HrM%252C_%253BQSo0KG_XYeV6MM%252CsngQfI-es7qfIM%252C_&usg=AI4_-kTiLJwiSdj_CWCJoeBiRUl2yEPE5Q&sa=X&ved=2ahUKEwjlhMu7uZz9AhV-ElkFHfk_DocQjJkEegQIExAC', 'https://mg.olx.com.br/regiao-de-pocos-de-caldas-e-varginha/pocos-de-caldas-e-pouso-alegre/pouso-alegre/imoveis/comercio-e-industria', 'https://lista.mercadolivre.com.br/passo-ponto-em-pouso-alegre-mg']","['A empresa Bar E Lanchonete Ponto Certo trabalha desde 1999 na categoria Lanches - Lanchonetes na cidade de Pouso Alegre, MG na Rua Manoelita De Barros Cobra\xa0...', 'Os melhores: Pouso Alegre - Lanches ; 1. Burger Club · 42 avaliações · “Lanchonete” · “Eat” ; 2. Restaurante e Lanchonete Servsul · 10 avaliações · “viagem rápida”.', 'Jan 14, 2023 — Lanchonete & Restaurante Ponto Chic, #230 entre Pouso Alegre restaurantes: 51 avaliações e 4 fotos detalhadas. Encontrar no mapa e ligar\xa0...', 'Pouso Alegre/MG - Lanchonete & Restaurante Ponto Chic. (35) 3425-6224. Rua Comendador José García, 259 - Centro - CEP: 37550-000. Pouso Alegre / MG.', 'Restaurante Ponto Chic, Pouso Alegre, MG, Brazil. 112 likes · 2 talking about this · 47 were here. Local business.', 'Comércio e indústria - Pouso Alegre, Minas Gerais · Ponto comercial com aproximadamente 150m² , sendo aproximadamente 125m² de salão com meza · Ponto para alugar,\xa0...', 'Frete grátis no dia ✓ Compre Passo Ponto Em Pouso Alegre Mg parcelado sem juros! Saiba mais sobre nossas incríveis ofertas e promoções em milhões de\xa0...']"
