,tel,link,descricao
CASA DE MASSAS REGINA,NAO DISPONIBILIZADO,"['https://www.solutudo.com.br/empresas/sp/sto-andre/distribuidoras-de-alimentos/casa-de-massas-regina-1836109', 'https://guiafacil.com/site/casa-de-massas-regina/santo-andre/sp/11996410609/', 'https://www.apontador.com.br/local/sp/santo_andre/culinaria_italiana/C401799F10254Q2544/casa_de_massas_regina.html', 'https://spotway.com.br/sp/santoandresp/emp/9462602-casa-de-massas-regina', 'https://www.diariocidade.com/sp/santo-andre/guia/casa-de-massas-regina-00025538000150/', 'https://www.guiatelefone.com/santo-andre-sp/distribuidores-de-alimentos-e-bebidas/2883834/casa-de-massas-regina', 'https://cidadeurgente.com/sp/santo-andre/guia/casa-de-massas-regina-00025538000150/', 'https://applocal.com.br/empresa/casa-de-massas-regina/santo-andre/sp/10302778/telefone', 'https://www.tudoaquisantoandre.com.br/santo-andre-sp/vila-suica/restaurantes/casas-de-massas']","['No mercado, a empresa está localizada na Rua Sagres, Nº 601 no bairro Jardim Guarara em Santo André - SP, CEP 09171-170. A empresa Casa De Massas Regina\xa0...', 'CASA DE MASSAS REGINA tem como foco o segmento de Produtos Alimentícios em Santo André. Você pode localizá-lo em Rua Sagres, 601 no bairro Vila Luzita e...', 'Encontre qual o telefone, o endereço, as fotos e as avaliações do Casa de Massas Regina especializado em null localizado em Rua Sagres, 601, 09171-170,\xa0...', 'A empresa Casa De Massas Regina, registrada na Receita Federal sob o CNAE ... está localizada no endereço Rua Sagres, 544 - Vila Luzita, Santo Andre/SP.', 'A empresa Casa De Massas Regina, localizada no bairro Vila Luzita, em Santo André-SP foi fundada em 1994. A atividade principal da empresa é Comércio\xa0...', 'Avaliações, telefone e endereço de CASA DE MASSAS REGINA em Vila Luzita, Santo André, SP. Ligue (11) 99641-06...', 'Casa De Massas Regina em Santo André - SP, São Paulo. Confira ✆ telefones, endereço, e-mail, atividade principal, razão social | Guia de empresas | Guia da\xa0...', 'Ligue ☎ (11) ... Casa de Massas Regina em Santo André, SP? Aqui você pode visualizar nossos contatos como telefones fixos, celulares, contato via WhatsApp\xa0...', 'CASA DE MASSAS REGINA · Atacado de Produtos Alimentícios. R Sagres, 601 - Vila Luzita - Santo André, SP ; PAVANELLI MASSAS · Casas de Massas. R Carijós, 1625 -\xa0...']"
NUTRII-LIFFE,+55 11 4994-7084,"['https://www.facebook.com/NutriiLiffe/', 'https://www.linkedin.com/company/nutrii-liffe', 'https://www.nutriiliffe.com.br/', 'https://www.solutudo.com.br/empresas/sp/sto-andre/distribuidoras-de-alimentos/nutrii-liffe-1837634', 'https://www.econodata.com.br/consulta-empresa/01797454000106-NUTRII-LIFFE-COMERCIO-DE-DIETAS-NUTRICIONAIS-LTDA-', 'http://54.233.117.207/', 'https://yellow.place/en/nutrii-liffe-santo-andr%C3%A9-brazil', 'https://www.nutrii.com.br/']","['Nutrii Liffe · Page · Medical Service · Rua Antonio cardoso Franco , 546, Santo André, SP, Brazil · +55 11 4994-7084 · adm@nutriiliffe.com.br · nutriiliffe.com.br.', 'R Antonio Cardoso Franco, 546. Santo Andre, São Paulo 09015-530, BR. Get directions. Employees at Nutrii-Liffe. Click here to view Antonio Augusto Dal Pino\xa0...', 'A Nutrii Liffe é referência em nutrição clínica hospitalar. Distribuidora Oficial Nestlé Health Science. alt. Acompanhamento de nutricionistas.', 'A empresa Nutrii-Liffe trabalha desde 1997 na categoria Distribuidoras de Alimentos na cidade de Santo André, SP na Rua Antonio Cardoso Franco,\xa0...', 'Consulte o CNPJ da NUTRII-LIFFE de Santo André, SP, seus sócios e contatos como telefones, emails e website, além de faturamento, quantidade de funcionários\xa0...', 'clientes-nutrii-liffe-03 · Novanutrii. Distribuidor Nestlé. Rua Antônio Cardoso Franco, 546. Casa Branca - Santo André - SP CEP: 09015-530 (11) 4994-7084', 'Nutrii Liffe, é uma empresa com mais de 20 anos de experiência no ramo de Nutrição ... Rua Antonio cardoso Franco , 546, Santo André (SP), 09015-530, Brazil.', 'Somos o maior distribuidor de nutrição clínica, dieta enteral e suplementos da Nestle no estado de São Paulo. Veja mais.']"
ESPETINHOS RODRIGUES,+55 11 4474-4861,"['https://www.espetinhosrodrigues.com/', 'https://pt-br.facebook.com/espetinhosrodriguess/', 'https://restaurantguru.com.br/Espetinhos-Rodrigues-Santo-Andre', 'https://bigdelivery.com.br/produtos/espetinho-de-carne-bovina-big-carnes/', 'https://www.solutudo.com.br/empresas/sp/sto-andre/distribuidoras-de-alimentos/espetinhos-rodrigues-1880564', 'https://www.econodata.com.br/consulta-empresa/05037305000191-FABIANO-BACAICOA', 'https://www.apontador.com.br/local/sp/santo_andre/espetinhos_de_churrasco/48C95662/espetinhos_rodrigues_vila_curuca.html', 'https://www.waze.com/live-map/directions/espetinhos-rodrigues-av.-itamarati-santo-andre?to=place.w.205456924.2054503700.6201486', 'https://www.cylex.com.br/santo-andre/espetinhos-rodrigues-11766467.html']","['Carnes Especiais e Nobres ; Espetinhos. Carne, frango, linguinça, kaftá, lombo... ; Filé Mignon. Filé Mignon Bovino c/ cordão ; Picanha. Picanha Bovina, carne\xa0...', 'Espetinhos Rodrigues, Santo André, Brazil. 1069 likes · 15 were here. Tudo para seu churrasco e também temos serviço de buffet. Faça sua festa conosco!...', 'Jan 26, 2023 — Espetinhos Rodrigues, #886 entre Santo André cafeterias. Encontrar no mapa e ligar para reservar uma mesa.', 'No mercado, a empresa está localizada na Avenida Itamarati, Nº 1355 no bairro Vila Curuca em Santo André - SP, CEP 09290-730. A empresa Espetinhos Rodrigues\xa0...', 'Consulte o CNPJ da ESPETINHOS RODRIGUES de Santo André, SP, seus sócios e contatos como telefones, emails e website, além de faturamento, quantidade de\xa0...', '... avaliações do Espetinhos Rodrigues - Vila Curuca especializado em null localizado em Avenida Itamarati, 1355, 09290-730, Vila Curuçá, Santo André, SP.', 'Realtime driving directions to Espetinhos Rodrigues, Av. Itamarati, Santo André, based on live traffic ... Av. Itamarati, Santo André, São Paulo, Brazil.', 'Espetinhos Rodrigues Rua Nicolau Copérnico, 95 em Santo André, SP, ☎ (11) 4474-4..., ⌚ Horários de funcionamento, Rotas itinerárias, e-mail e muito mais.']"
CESTA BASICA GONCALVES,+55 16 98213-0958,"['https://www.solutudo.com.br/empresas/sp/sertaozinho/distribuidoras-de-alimentos/cesta-basica-goncalves-17575866', 'https://www.diariocidade.com/sp/sertaozinho/guia/cesta-basica-goncalves-07595757000203/', 'https://www.econodata.com.br/consulta-empresa/07595757000203-F-O-GONCALVES-GONCALVES-ALIMENTOS-LTDA', 'https://www.descubraonline.com/guia/sp/sertaozinho/cesta-basica-goncalves-07595757000203/', 'https://cnpj.biz/07595757000203', 'https://transparencia.cc/dados/cnpj/07595757000203-SP-f-o-goncalves-goncalves-alimentos-ltda/', 'https://m.facebook.com/prefeiturasertaozinhosp/photos/a.1573744196048311/3629525713803472/', '/search?q=CESTA+BASICA+GONCALVES,+SERTAOZINHO+-+SP&tbm=isch&source=univ&fir=_2yAOpG5vStSxM%252Cd8n0fM0KocrudM%252C_%253B0jiRiCuRhCLtAM%252CBthxHV0gFAI_5M%252C_%253Bu-O6FBAtWYZJXM%252C39Ivu-S4RTxQ7M%252C_%253B9vSDKuHN1rFDoM%252C39Ivu-S4RTxQ7M%252C_%253Bwow7c85kLYwbFM%252CNquvWxXNqbAkjM%252C_%253B9461r6wQYf-OzM%252CrLxnn6zsQ_glNM%252C_%253B8bzfXWUa4P2qBM%252ChWCCyID1qzYtaM%252C_%253BmboPrqTBXZBuRM%252CEnIn4nUJUDsRoM%252C_%253BaBJJkqRCAp2GXM%252CAfoEORUUAKARdM%252C_%253BLrvW2wbnm0NkxM%252CrLxnn6zsQ_glNM%252C_&usg=AI4_-kRWSF-7H1w4C-DDRQOWgBB0uGtkdg&sa=X&ved=2ahUKEwichKP90Kf9AhXMGlkFHavTBAUQjJkEegQIPBAC']","['A empresa Cesta Basica Goncalves trabalha desde 2011 na categoria Distribuidoras de Alimentos na cidade de Sertãozinho, SP na Rua Rubens Mingossi,\xa0...', 'A empresa Cesta Basica Goncalves, localizada no bairro Jardim Santa Lucia, em Sertãozinho-SP foi fundada em 2011. A atividade principal da empresa é\xa0...', 'Consulte o CNPJ da CESTA BASICA GONCALVES de Sertãozinho, SP, seus sócios e contatos como telefones, emails e website, além de faturamento, quantidade de\xa0...', 'Confira abaixo os telefones, endereço e e-mail para contato de Cesta Basica Goncalves em Sertãozinho, São Paulo. F. O. GONCALVES & GONCALVES ALIMENTOS LTDA com\xa0...', 'CNPJ: 07.595.757/ ; Inscrição Estadual SP: 664.250.360.115 ; Razão Social: F. O. Goncalves & Goncalves Alimentos LTDA ; Nome Fantasia: Cesta Basica Goncalves ; Data\xa0...', 'Essa empresa é uma FILIAL do tipo Sociedade Empresária Limitada, de porte ""ME"" que está localizada em Sertaozinho - SP. Sua atividade econômica principal é\xa0...', 'Feb 5, 2021 — SERTÃOZINHO ENTREGA SEGUNDA REMESSA DE CESTAS BÁSICAS DO PROGRAMA “ALIMENTO SOLIDÁRIO” A PARTIR DE SEGUNDA-FEIRA, 08 Ao todo,\xa0...']"
PIT STOP SHOP,+55 16 3042-3045,[],[]
DOD'S SORVETES,+55 66 99616-4481,"['https://m.facebook.com/quiosquenaturaljuara/photos/', 'https://br.locale.online/quiosque-natural-and-dods-sorvetes-juara-2103974930.html', 'https://www.diariocidade.com/mt/juara/guia/dods-sorvetes-07174301000180/', 'http://cnpj.info/Ribeiro-Vaz-Dod-S-Sorvetes', ""/search?q=DOD'S+SORVETES,+JUARA+-+MT&tbm=isch&source=univ&fir=riwuMjXbzSB55M%252Cm6XlE4hdfFGLuM%252C_%253BrFGYWM-Ac_mJcM%252C_8E9aAb85AwhWM%252C_%253BGVIF6JDzgK8N5M%252CvQl9xi47w4AsdM%252C_%253B3DwSPDuSdDeApM%252CqLeYJaAXQ6HSJM%252C_%253BmnThLvZK2dtVyM%252C_8E9aAb85AwhWM%252C_%253BxUP8pu6l7l44HM%252CqLeYJaAXQ6HSJM%252C_%253B3sYPLOmi9hnPUM%252Cm6XlE4hdfFGLuM%252C_%253Bl-sZUZZkSLRRaM%252Cb__CNh6d8V1DCM%252C_%253BGKx0JFBvIAsd7M%252CqLeYJaAXQ6HSJM%252C_%253BHaTschj8hZFtuM%252C_8E9aAb85AwhWM%252C_&usg=AI4_-kTqt4Q-HxuN3dqCSDEA3o2tFJ7b3Q&sa=X&ved=2ahUKEwj7y5qJ0af9AhVrFlkFHbQBCz4QjJkEegQIIBAC"", 'https://restaurantguru.com/Casa-Das-Massas-Bergamaschi-Juara/menu', 'https://restaurantguru.com.br/Quiosque-Natural-and-Dods-Sorvetes-Juara-Juara', 'https://www.descubraonline.com/guia/mt/juara/dods-sorvetes-07174301000180/']","[""Dod's sorvetes & Lanches Juara. 2.4K likes. \U000f178b. 2.4K followers. @quiosquenaturaljuara. \U000f1676. Follow. \U000f07dd. Posts · About. Photos."", ""Dod's sorvetes & Lanches Juara in Juara - Contact details, Address Map, Photos, offers, Real time Reviews and Ratings. ... Juara, MT 78575000"", ""Dod's Sorvetes em Juara - MT, Mato Grosso. Confira ✆ telefones, endereço, e-mail, atividade principal, razão social | Guia de empresas | Diário Cidade."", ""Consulta CNPJ da empresa Ribeiro & Vaz LTDA | Dod'S Sorvetes. ... endereço e contatos da empresa Dod'S Sorvetes Ribeiro & Vaz LTDA. ... JUARA - MT 78575-000\xa0..."", ""Add to compare. #4 of 107 restaurants in Juara ... Dod's sorvetes & Lanches Juara menu. #34 of 172 places to eat in Juara · Vip Pizzaria juara mt menu."", ""Feb 5, 2023 — Dod's sorvetes & Lanches Juara, #2 entre Juara cafeterias: 127 avaliações e 16 fotos detalhadas. ... Avenida rio Arinos 634 w, MT, 78575000."", ""Dod'S Sorvetes em Juara, Mato Grosso. Acesse agora e confira ✆ Telefones, Endereço, E-mail, Situação, CNAEs, Data de Abertura...""]"
SORVETTO,NAO DISPONIBILIZADO,"['https://www.instagram.com/sorveteriagelato_ac/?hl=en', 'https://www.facebook.com/chiquinhosorvetesbosque/', '/search?q=SORVETTO,+RIO+BRANCO+-+AC&tbm=isch&source=univ&fir=SuklXgEyMd5eWM%252Cuy-zngyfIQYkKM%252C_%253BaiLas0VpZieS3M%252CEi_-o1SzyEhxdM%252C_%253BIR8sPsBBTgqCaM%252Cuy-zngyfIQYkKM%252C_%253BgLXipIlmkM16uM%252Cuy-zngyfIQYkKM%252C_%253B8IkcAqdqSMQCJM%252Cuy-zngyfIQYkKM%252C_%253BbwKNbyTC0QYWqM%252Cuy-zngyfIQYkKM%252C_%253BDCdhy7dpFezOaM%252Cuy-zngyfIQYkKM%252C_%253BClczUP7xkVVXoM%252CEi_-o1SzyEhxdM%252C_%253B4DgQ7b3AkOnc_M%252Cuy-zngyfIQYkKM%252C_%253B2hN9Ryb77t5ucM%252CEi_-o1SzyEhxdM%252C_&usg=AI4_-kQT9jfv8YEPtpGSV7tgpC1skEmK_w&sa=X&ved=2ahUKEwiWtqiP0af9AhXZEVkFHfBAAzUQjJkEegQIHBAC', 'https://restaurantguru.com/gelato-Rio-Branco-m93', 'https://cnpj.biz/06041267000103', 'https://www.valor.srv.br/empresa.php?cnpj=06041267000103&empresa=sorvetto-industria-e-comercio-de-sorvetes-ltda', 'https://www.tripadvisor.com/Restaurant_Review-g1076245-d7881198-Reviews-Soveteria_E_Pizzaria_Boneco_de_Neve-Rio_Branco_State_of_Acre.html']","['Sorveteria Gelato❄     Por: @vilmabassibassi. Rio Branco-ac. Rua- jatobá n°233 ,Ayrton Senna -Avenida Sobral (próximo ao V). 12 posts. 73 followers.', 'Chiquinho Rio Branco Acre, Rio Branco, Acre. 901 likes · 1 talking about this · 2090 were here. Sorvetes, milkshakes, sobremesas.', ""10 results — Explore best places to eat gelato in Rio Branco and nearby. Check prices of sorbet and lucuma ice cream. Compare reviews of pralines 'n cream ice\xa0..."", 'Todos os dados da empresa Sorvetto Industria e Comercio de Sorvetes LTDA com CNPJ 06.041.267/0001-03 - 06041267000103 de Rio Branco/AC. Telefone, E-mail...', 'Sorvetto é uma empresa que está localizada no município de Rio Branco/AC, aberta em 02/12/2003, estando atualmente com sua situação cadastral Ativa na Receita\xa0...', ""There aren't enough food, service, value or atmosphere ratings for Soveteria E Pizzaria Boneco de Neve, AC yet. Be one of the first to write a review!""]"
DA ROCA EMPORIO MINEIRO,+55 19 3058-1467,"['https://www.facebook.com/darocaemporiomineiro/', 'https://www.instagram.com/darocaemporiomineiro_/?hl=en', 'https://emporio-mineiro-da-roca.negocio.site/', 'https://www.econodata.com.br/consulta-empresa/07402257000119-EMPORIO-E-ARTESANATO-GIUSEPPE-LTDA', 'https://autovinmotor-fcagroup.es/emp-rio-mineiro-da-ro-a-5962691523840544578/', 'https://nicelocal.br.com/piracicaba/shops/emporio_mineiro_da_roca/', '/search?q=DA+ROCA+EMPORIO+MINEIRO,+PIRACICABA+-+SP&tbm=isch&source=univ&fir=UZEA83ZZsR6XJM%252Cx0j35pYQR2ng1M%252C_%253B3uoynBt9ZiCQKM%252Cx0j35pYQR2ng1M%252C_%253BZVWwcVDKIPakGM%252CXs48-MpiRmvvPM%252C_%253BjiOb95BRWQ7diM%252Cx0j35pYQR2ng1M%252C_%253Bx8boVCQJz13FxM%252CXs48-MpiRmvvPM%252C_%253Bcl_joJXNKHgtSM%252Cx0j35pYQR2ng1M%252C_%253BAnWd9Pti3mK7gM%252Cx0j35pYQR2ng1M%252C_%253BPYYjtcCYC5rUMM%252Cx0j35pYQR2ng1M%252C_%253Blo3PmUm8OhcrvM%252CRLhz8k614FmYpM%252C_%253B04oTWKaQvn3ZPM%252Cx0j35pYQR2ng1M%252C_&usg=AI4_-kSP5Iietn-s7lk07imE2NnpZ44MMQ&sa=X&ved=2ahUKEwjW36eV0af9AhVLD1kFHY9PBk8QjJkEegQIJBAC', 'https://cidadeurgente.com/sp/piracicaba/guia/da-roca-emporio-mineiro-07402257000119/']","['Da Roça Empório Mineiro, Piracicaba. 385 curtidas · 2 falando sobre isso · 612 estiveram aqui. Da roça direto para sua mesa ☕Diversos sabores e produtos.', 'Da roça direto para sua mesa ☕Diversos sabores e produtos artesanais Seg a sex das 9 às 18 hs - Sáb das 9 às 13hs (19)3058-1467.', 'Um achado em Piracicaba, excelente lugar para provar as delícias de minas e para achar aquele café ou queijo curado além de artesanato e um atendimento\xa0...', 'Consulte o CNPJ da DA ROCA EMPORIO MINEIRO de Piracicaba, SP, seus sócios e contatos como telefones, emails e website, além de faturamento, quantidade de\xa0...', 'Empório Mineiro da Roça. ... R. Boa Morte, 1854 - Centro, Piracicaba - SP, 13400-140. 01930581467 ... Empório Mineiro • @daroca • Milkshake Website Builder\xa0...', 'Empório Mineiro da Roça,: localização da loja e detalhes de contato, comentários de clientes, horário de funcionamento, fotos no Nicelocal.br.com.', 'Da Roca Emporio Mineiro em Piracicaba - SP, São Paulo. Confira ✆ telefones, endereço, e-mail, atividade principal, razão social | Guia de empresas | Guia\xa0...']"
LANCHONETE RODOVIARIA,NAO DISPONIBILIZADO,"['https://www.solutudo.com.br/empresas/sp/mococa/distribuidoras-de-alimentos/lanchonete-rodoviaria-1581779', 'https://www.listaamarela.com.br/empresa/sp/mococa/lanchonete_rodoviaria_10436887', 'https://guiafacil.com/site/lanchonete-rodoviaria/mococa/sp/19994419254/', 'https://spotway.com.br/sp/mococa/emp/12817864-lanchonete-rodoviaria', 'https://www.facebook.com/profile.php?id=100063732783373', 'https://www.zapia.digital/mococa-sp/centro/atacado-de-produtos-alimenticios/lanchonete-rodoviaria/1771451', 'https://restaurantguru.com.br/Rodoviaria-Mococa-Mococa', 'http://cnpj.info/Cleusa-M-Tripodore-Vita-Lanchonete-Rodoviaria']","['No mercado, a empresa está localizada no endereço Praca Antonio Prado, Nº 713 no bairro Centro em Mococa - SP, CEP 13730-036. A empresa Lanchonete Rodoviaria\xa0...', 'LANCHONETE RODOVIÁRIA. LANCHONETE RODOVIÁRIA está na categoria da Produtos Alimentícios em Mococa/SP. Praça Antônio Prado , 713. Centro, Mococa, SP.', 'LANCHONETE RODOVIARIA tem como foco o segmento de Produtos Alimentícios em Mococa. Você pode localizá-lo em Praça Antônio Prado, 713 no bairro Centro em...', 'A empresa Lanchonete Rodoviaria, registrada na Receita Federal sob o CNAE ... está localizada no endereço Praca Antonio Prado, 713 - Centro, Mococa/SP.', 'Pastelaria pequim Mococa perto da rodoviária, Mococa. 513 likes · 1 talking about this · 22 were here. Restaurant.', 'LANCHONETE RODOVIÁRIA - Praça Antônio Prado - Centro, ☎ Telefone (19) 99441. ... Praça Antônio Prado, 713 - T BOX 47 - Centro - Mococa/SP - Cep 13730-036\xa0...', 'Jan 12, 2023 — Rodoviaria Mococa, #9 entre Mococa cafés: 412 avaliações e 16 fotos detalhadas. ... Menu do restaurante ... Mococa, São Paulo, Brasil.', 'Endereço. Praca Antonio Prado, 713. CENTRO MOCOCA - SP 13730-036. Contatos. Atividades de negócios da empresa. 47.29-6-99 - Comércio varejista de produtos\xa0...']"
VIVARE,+55 32 3236-1127,"['https://en.vivare.com.br/', 'https://www.facebook.com/vivare.ingredientes/?locale=pt_BR', 'https://www.attria.com.br/condominio/vivare-residencial-sao-mateus-juiz-de-fora-mg', 'https://br.linkedin.com/company/vivare-insumos', 'https://www.solutudo.com.br/empresas/mg/jz-fora/distribuidoras-de-alimentos/vivare-3436069', 'https://www.youtube.com/watch?v=4yD830zdccA', 'https://www.guialat.com.br/?p=detalhar_fornecedor&id=141', '/search?q=VIVARE,+JUIZ+DE+FORA+-+MG&tbm=isch&source=univ&fir=QDyGTqLTitHvcM%252C-6lNOODJey0sdM%252C_%253BIhRqWGQ90IL98M%252CJsPQ9wscmOhkwM%252C_%253BhPh8zax250eyBM%252CG8CpO-dXMLtkFM%252C_%253BwmUEAetNt1SbfM%252CBqi_vZwBe-9f-M%252C_%253Bl2FOYAZYUxeNTM%252Cisx-3an4nW7BhM%252C_%253BOQE_6PfN9sQG4M%252Cisx-3an4nW7BhM%252C_%253B5i7lMZ-OTc3QXM%252CG8CpO-dXMLtkFM%252C_%253BT-_IvObx8lGS8M%252Cisx-3an4nW7BhM%252C_%253B5wjBY9pooSZcJM%252CG8CpO-dXMLtkFM%252C_%253Bb8KO3JLtyV67rM%252Cisx-3an4nW7BhM%252C_&usg=AI4_-kS2S24ajKpB04wA9AlcIqjJTlZjLw&sa=X&ved=2ahUKEwixxdWh0af9AhUrE1kFHU8SC_sQjJkEegQIHBAC', 'https://www.econodata.com.br/consulta-empresa/09142223000168-VIVARE-INDUSTRIA-E-COMERCIO-LTDA']","['Vivare Insumos · Rua Orestes Fabiano Alves, 196 A · São Pedro - Juiz de Fora - Minas Gerais · (32) 3236-1127 · (32) 98417-1410 · \u200b\xa0...', 'Vivare Insumos, Juiz de Fora. 562 curtidas · 8 estiveram aqui. Empresa fabricante de Insumos para Indústria Alimentícia.', 'Veja imóveis para venda ou aluguel no condomínio Vivare Residencial, localizado no bairro São Mateus em Juiz de Fora, MG.', 'Site: http://www.vivare.com.br. Setores: Serviços de alimentos e bebidas. Tamanho da empresa: 11-50 funcionários. Sede: Juiz de Fora, Minas Gerais.', 'No mercado, a empresa está localizada na Rua Orestes Fabiano Alves, Nº 196 no bairro Sao Pedro em Juiz de Fora - MG, CEP 36037-120. A empresa Vivare está\xa0...', 'Contatos. VIVARE INDÚSTRIA E COMÉRCIO LTDA. Endereço: Orestes Fabiano Alves 196, São Pedro, Juiz de Fora - MG - Cep: 36037-120. Telefone 1: (32) 98416-5179.', 'Consulte o CNPJ da VIVARE - INDUSTRIA E COMERCIO LTDA de Juiz de Fora, MG, seus sócios e contatos como telefones, emails e website, além de faturamento,\xa0...']"
